team1,team1score,team2,team2score,Week,Year
New England Patriots,41, San Diego Chargers,7,01,1997
New York Giants,31, Philadelphia Eagles,17,01,1997
New York Jets,41, Seattle Seahawks,3,01,1997
St. Louis Rams,38, New Orleans Saints,24,01,1997
Tampa Bay Buccaneers,13, San Francisco 49ers,6,01,1997
Tennessee Oilers,24, Oakland Raiders,21,01,1997
Washington Redskins,24, Carolina Panthers,10,01,1997
Arizona Cardinals,25, Dallas Cowboys,22,02,1997
Baltimore Ravens,23, Cincinnati Bengals,10,02,1997
Buffalo Bills,28, New York Jets,22,02,1997
Carolina Panthers,9, Atlanta Falcons,6,02,1997
Denver Broncos,35, Seattle Seahawks,14,02,1997
Jacksonville Jaguars,40, New York Giants,13,02,1997
Kansas City Chiefs,28, Oakland Raiders,27,02,1997
Miami Dolphins,16, Tennessee Oilers,13,02,1997
Minnesota Vikings,27, Chicago Bears,24,02,1997
New England Patriots,31, Indianapolis Colts,6,02,1997
Philadelphia Eagles,10, Green Bay Packers,9,02,1997
Pittsburgh Steelers,14, Washington Redskins,13,02,1997
San Diego Chargers,20, New Orleans Saints,6,02,1997
San Francisco 49ers,15, St. Louis Rams,12,02,1997
Tampa Bay Buccaneers,24, Detroit Lions,17,02,1997
Baltimore Ravens,24, New York Giants,23,03,1997
Carolina Panthers,26, San Diego Chargers,7,03,1997
Dallas Cowboys,21, Philadelphia Eagles,20,03,1997
Denver Broncos,35, St. Louis Rams,14,03,1997
Detroit Lions,32, Chicago Bears,7,03,1997
Green Bay Packers,23, Miami Dolphins,18,03,1997
Kansas City Chiefs,22, Buffalo Bills,16,03,1997
New England Patriots,27, New York Jets,24,03,1997
Oakland Raiders,36, Atlanta Falcons,31,03,1997
San Francisco 49ers,33, New Orleans Saints,7,03,1997
Seattle Seahawks,31, Indianapolis Colts,3,03,1997
Tampa Bay Buccaneers,28, Minnesota Vikings,14,03,1997
Washington Redskins,19, Arizona Cardinals,13,03,1997
Baltimore Ravens,36, Tennessee Oilers,10,04,1997
Buffalo Bills,37, Indianapolis Colts,35,04,1997
Denver Broncos,38, Cincinnati Bengals,20,04,1997
Green Bay Packers,38, Minnesota Vikings,32,04,1997
Jacksonville Jaguars,29, Pittsburgh Steelers,21,04,1997
Kansas City Chiefs,35, Carolina Panthers,14,04,1997
New England Patriots,31, Chicago Bears,3,04,1997
New Orleans Saints,35, Detroit Lions,17,04,1997
New York Jets,23, Oakland Raiders,22,04,1997
San Francisco 49ers,34, Atlanta Falcons,7,04,1997
Seattle Seahawks,26, San Diego Chargers,22,04,1997
St. Louis Rams,13, New York Giants,3,04,1997
Tampa Bay Buccaneers,31, Miami Dolphins,21,04,1997
Dallas Cowboys,27, Chicago Bears,3,05,1997
Denver Broncos,29, Atlanta Falcons,21,05,1997
Detroit Lions,26, Green Bay Packers,15,05,1997
Kansas City Chiefs,20, Seattle Seahawks,17,05,1997
Minnesota Vikings,28, Philadelphia Eagles,19,05,1997
New York Giants,14, New Orleans Saints,9,05,1997
New York Jets,31, Cincinnati Bengals,14,05,1997
Oakland Raiders,35, St. Louis Rams,17,05,1997
Pittsburgh Steelers,37, Tennessee Oilers,24,05,1997
San Diego Chargers,21, Baltimore Ravens,17,05,1997
San Francisco 49ers,34, Carolina Panthers,21,05,1997
Tampa Bay Buccaneers,19, Arizona Cardinals,18,05,1997
Washington Redskins,24, Jacksonville Jaguars,12,05,1997
Buffalo Bills,22, Detroit Lions,13,06,1997
Denver Broncos,34, New England Patriots,13,06,1997
Green Bay Packers,21, Tampa Bay Buccaneers,16,06,1997
Jacksonville Jaguars,21, Cincinnati Bengals,13,06,1997
Miami Dolphins,17, Kansas City Chiefs,14,06,1997
Minnesota Vikings,20, Arizona Cardinals,19,06,1997
New Orleans Saints,20, Chicago Bears,17,06,1997
New York Giants,20, Dallas Cowboys,17,06,1997
New York Jets,16, Indianapolis Colts,12,06,1997
Philadelphia Eagles,24, Washington Redskins,10,06,1997
Pittsburgh Steelers,42, Baltimore Ravens,34,06,1997
San Diego Chargers,25, Oakland Raiders,10,06,1997
Seattle Seahawks,16, Tennessee Oilers,13,06,1997
Atlanta Falcons,23, New Orleans Saints,17,07,1997
Detroit Lions,27, Tampa Bay Buccaneers,9,07,1997
Green Bay Packers,24, Chicago Bears,23,07,1997
Jacksonville Jaguars,38, Philadelphia Eagles,21,07,1997
Miami Dolphins,31, New York Jets,20,07,1997
Minnesota Vikings,21, Carolina Panthers,14,07,1997
New England Patriots,33, Buffalo Bills,6,07,1997
New York Giants,27, Arizona Cardinals,13,07,1997
Pittsburgh Steelers,24, Indianapolis Colts,22,07,1997
San Francisco 49ers,30, St. Louis Rams,10,07,1997
Tennessee Oilers,30, Cincinnati Bengals,7,07,1997
Washington Redskins,21, Dallas Cowboys,16,07,1997
Buffalo Bills,9, Indianapolis Colts,6,08,1997
Carolina Panthers,13, New Orleans Saints,0,08,1997
Dallas Cowboys,26, Jacksonville Jaguars,22,08,1997
Kansas City Chiefs,31, San Diego Chargers,3,08,1997
Miami Dolphins,24, Baltimore Ravens,13,08,1997
New York Giants,26, Detroit Lions,20,08,1997
New York Jets,24, New England Patriots,19,08,1997
Oakland Raiders,28, Denver Broncos,25,08,1997
Philadelphia Eagles,13, Arizona Cardinals,10,08,1997
Pittsburgh Steelers,26, Cincinnati Bengals,10,08,1997
San Francisco 49ers,35, Atlanta Falcons,28,08,1997
Seattle Seahawks,17, St. Louis Rams,9,08,1997
Tennessee Oilers,28, Washington Redskins,14,08,1997
Baltimore Ravens,20, Washington Redskins,17,09,1997
Chicago Bears,36, Miami Dolphins,33,09,1997
Denver Broncos,23, Buffalo Bills,20,09,1997
Green Bay Packers,28, New England Patriots,10,09,1997
Kansas City Chiefs,28, St. Louis Rams,20,09,1997
Minnesota Vikings,10, Tampa Bay Buccaneers,6,09,1997
New York Giants,29, Cincinnati Bengals,27,09,1997
Philadelphia Eagles,13, Dallas Cowboys,12,09,1997
Pittsburgh Steelers,23, Jacksonville Jaguars,17,09,1997
San Diego Chargers,35, Indianapolis Colts,19,09,1997
San Francisco 49ers,23, New Orleans Saints,0,09,1997
Seattle Seahawks,45, Oakland Raiders,34,09,1997
Tennessee Oilers,41, Arizona Cardinals,14,09,1997
Arizona Cardinals,31, Philadelphia Eagles,21,10,1997
Atlanta Falcons,34, St. Louis Rams,31,10,1997
Buffalo Bills,9, Miami Dolphins,6,10,1997
Carolina Panthers,38, Oakland Raiders,14,10,1997
Cincinnati Bengals,38, San Diego Chargers,31,10,1997
Denver Broncos,30, Seattle Seahawks,27,10,1997
Green Bay Packers,20, Detroit Lions,10,10,1997
Jacksonville Jaguars,30, Tennessee Oilers,24,10,1997
Kansas City Chiefs,13, Pittsburgh Steelers,10,10,1997
Minnesota Vikings,23, New England Patriots,18,10,1997
New York Jets,19, Baltimore Ravens,16,10,1997
San Francisco 49ers,17, Dallas Cowboys,10,10,1997
Tampa Bay Buccaneers,31, Indianapolis Colts,28,10,1997
Washington Redskins,31, Chicago Bears,8,10,1997
Cincinnati Bengals,28, Indianapolis Colts,13,11,1997
Dallas Cowboys,24, Arizona Cardinals,6,11,1997
Denver Broncos,34, Carolina Panthers,0,11,1997
Green Bay Packers,17, St. Louis Rams,7,11,1997
Jacksonville Jaguars,24, Kansas City Chiefs,17,11,1997
Miami Dolphins,24, New York Jets,17,11,1997
Minnesota Vikings,29, Chicago Bears,23,11,1997
New England Patriots,31, Buffalo Bills,10,11,1997
New Orleans Saints,13, Oakland Raiders,10,11,1997
Pittsburgh Steelers,37, Baltimore Ravens,0,11,1997
San Francisco 49ers,24, Philadelphia Eagles,12,11,1997
Seattle Seahawks,37, San Diego Chargers,31,11,1997
Tampa Bay Buccaneers,31, Atlanta Falcons,10,11,1997
Tennessee Oilers,10, New York Giants,6,11,1997
Washington Redskins,30, Detroit Lions,7,11,1997
Atlanta Falcons,27, St. Louis Rams,21,12,1997
Baltimore Ravens,10, Philadelphia Eagles,10,12,1997
Dallas Cowboys,17, Washington Redskins,14,12,1997
Detroit Lions,38, Minnesota Vikings,15,12,1997
Indianapolis Colts,41, Green Bay Packers,38,12,1997
Jacksonville Jaguars,17, Tennessee Oilers,9,12,1997
Kansas City Chiefs,24, Denver Broncos,22,12,1997
Miami Dolphins,30, Buffalo Bills,13,12,1997
New Orleans Saints,20, Seattle Seahawks,17,12,1997
New York Giants,19, Arizona Cardinals,10,12,1997
New York Jets,23, Chicago Bears,15,12,1997
Oakland Raiders,38, San Diego Chargers,13,12,1997
Pittsburgh Steelers,20, Cincinnati Bengals,3,12,1997
San Francisco 49ers,27, Carolina Panthers,19,12,1997
Tampa Bay Buccaneers,27, New England Patriots,7,12,1997
Arizona Cardinals,16, Baltimore Ravens,13,13,1997
Atlanta Falcons,20, New Orleans Saints,3,13,1997
Carolina Panthers,16, St. Louis Rams,10,13,1997
Chicago Bears,13, Tampa Bay Buccaneers,7,13,1997
Cincinnati Bengals,31, Jacksonville Jaguars,26,13,1997
Denver Broncos,31, Oakland Raiders,3,13,1997
Detroit Lions,32, Indianapolis Colts,10,13,1997
Green Bay Packers,45, Dallas Cowboys,17,13,1997
Kansas City Chiefs,19, Seattle Seahawks,14,13,1997
New England Patriots,27, Miami Dolphins,24,13,1997
New York Jets,23, Minnesota Vikings,21,13,1997
Philadelphia Eagles,23, Pittsburgh Steelers,20,13,1997
San Francisco 49ers,17, San Diego Chargers,10,13,1997
Tennessee Oilers,31, Buffalo Bills,14,13,1997
Washington Redskins,7, New York Giants,7,13,1997
Atlanta Falcons,24, Seattle Seahawks,17,14,1997
Buffalo Bills,20, New York Jets,10,14,1997
Denver Broncos,38, San Diego Chargers,28,14,1997
Detroit Lions,55, Chicago Bears,20,14,1997
Green Bay Packers,27, Minnesota Vikings,11,14,1997
Jacksonville Jaguars,29, Baltimore Ravens,27,14,1997
Kansas City Chiefs,44, San Francisco 49ers,9,14,1997
Miami Dolphins,34, Oakland Raiders,16,14,1997
New England Patriots,20, Indianapolis Colts,17,14,1997
New Orleans Saints,16, Carolina Panthers,13,14,1997
Philadelphia Eagles,44, Cincinnati Bengals,42,14,1997
Pittsburgh Steelers,26, Arizona Cardinals,20,14,1997
St. Louis Rams,23, Washington Redskins,20,14,1997
Tampa Bay Buccaneers,20, New York Giants,8,14,1997
Tennessee Oilers,27, Dallas Cowboys,14,14,1997
Atlanta Falcons,14, San Diego Chargers,3,15,1997
Baltimore Ravens,31, Seattle Seahawks,24,15,1997
Carolina Panthers,23, Dallas Cowboys,13,15,1997
Chicago Bears,20, Buffalo Bills,3,15,1997
Cincinnati Bengals,41, Tennessee Oilers,14,15,1997
Green Bay Packers,17, Tampa Bay Buccaneers,6,15,1997
Indianapolis Colts,22, New York Jets,14,15,1997
Kansas City Chiefs,30, Oakland Raiders,0,15,1997
Miami Dolphins,33, Detroit Lions,30,15,1997
New England Patriots,26, Jacksonville Jaguars,20,15,1997
New York Giants,31, Philadelphia Eagles,21,15,1997
Pittsburgh Steelers,35, Denver Broncos,24,15,1997
San Francisco 49ers,28, Minnesota Vikings,17,15,1997
St. Louis Rams,34, New Orleans Saints,27,15,1997
Washington Redskins,38, Arizona Cardinals,28,15,1997
Atlanta Falcons,20, Philadelphia Eagles,17,16,1997
Baltimore Ravens,21, Tennessee Oilers,19,16,1997
Chicago Bears,13, St. Louis Rams,10,16,1997
Cincinnati Bengals,31, Dallas Cowboys,24,16,1997
Detroit Lions,14, Minnesota Vikings,13,16,1997
Green Bay Packers,31, Carolina Panthers,10,16,1997
Indianapolis Colts,41, Miami Dolphins,0,16,1997
Jacksonville Jaguars,20, Buffalo Bills,14,16,1997
Kansas City Chiefs,29, San Diego Chargers,7,16,1997
New Orleans Saints,27, Arizona Cardinals,10,16,1997
New York Giants,30, Washington Redskins,10,16,1997
New York Jets,31, Tampa Bay Buccaneers,0,16,1997
Pittsburgh Steelers,24, New England Patriots,21,16,1997
San Francisco 49ers,34, Denver Broncos,17,16,1997
Seattle Seahawks,22, Oakland Raiders,21,16,1997
Arizona Cardinals,29, Atlanta Falcons,26,17,1997
Cincinnati Bengals,16, Baltimore Ravens,14,17,1997
Denver Broncos,38, San Diego Chargers,3,17,1997
Detroit Lions,13, New York Jets,10,17,1997
Green Bay Packers,31, Buffalo Bills,21,17,1997
Jacksonville Jaguars,20, Oakland Raiders,9,17,1997
Kansas City Chiefs,25, New Orleans Saints,13,17,1997
Minnesota Vikings,39, Indianapolis Colts,28,17,1997
New England Patriots,14, Miami Dolphins,12,17,1997
New York Giants,20, Dallas Cowboys,7,17,1997
Seattle Seahawks,38, San Francisco 49ers,9,17,1997
St. Louis Rams,30, Carolina Panthers,18,17,1997
Tampa Bay Buccaneers,31, Chicago Bears,15,17,1997
Tennessee Oilers,16, Pittsburgh Steelers,6,17,1997
Washington Redskins,35, Philadelphia Eagles,32,17,1997
Denver Broncos,42, Jacksonville Jaguars,17,wc,1997
Minnesota Vikings,23, New York Giants,22,wc,1997
New England Patriots,17, Miami Dolphins,3,wc,1997
Tampa Bay Buccaneers,20, Detroit Lions,10,wc,1997
Denver Broncos,14, Kansas City Chiefs,10,div,1997
Green Bay Packers,21, Tampa Bay Buccaneers,7,div,1997
Pittsburgh Steelers,7, New England Patriots,6,div,1997
San Francisco 49ers,38, Minnesota Vikings,22,div,1997
Denver Broncos,24, Pittsburgh Steelers,21,conf,1997
Green Bay Packers,23, San Francisco 49ers,10,conf,1997
Denver Broncos,31, Green Bay Packers,24,sb,1997
Atlanta Falcons,19, Carolina Panthers,14,01,1998
Dallas Cowboys,38, Arizona Cardinals,10,01,1998
Denver Broncos,27, New England Patriots,21,01,1998
Green Bay Packers,38, Detroit Lions,19,01,1998
Jacksonville Jaguars,24, Chicago Bears,23,01,1998
Kansas City Chiefs,28, Oakland Raiders,8,01,1998
Miami Dolphins,24, Indianapolis Colts,15,01,1998
Minnesota Vikings,31, Tampa Bay Buccaneers,7,01,1998
New Orleans Saints,24, St. Louis Rams,17,01,1998
New York Giants,31, Washington Redskins,24,01,1998
Pittsburgh Steelers,20, Baltimore Ravens,13,01,1998
San Diego Chargers,16, Buffalo Bills,14,01,1998
San Francisco 49ers,36, New York Jets,30,01,1998
Seattle Seahawks,38, Philadelphia Eagles,0,01,1998
Tennessee Oilers,23, Cincinnati Bengals,14,01,1998
Atlanta Falcons,17, Philadelphia Eagles,12,02,1998
Baltimore Ravens,24, New York Jets,10,02,1998
Cincinnati Bengals,34, Detroit Lions,28,02,1998
Denver Broncos,42, Dallas Cowboys,23,02,1998
Green Bay Packers,23, Tampa Bay Buccaneers,15,02,1998
Jacksonville Jaguars,21, Kansas City Chiefs,16,02,1998
Miami Dolphins,13, Buffalo Bills,7,02,1998
Minnesota Vikings,38, St. Louis Rams,31,02,1998
New England Patriots,29, Indianapolis Colts,6,02,1998
New Orleans Saints,19, Carolina Panthers,14,02,1998
Oakland Raiders,20, New York Giants,17,02,1998
Pittsburgh Steelers,17, Chicago Bears,12,02,1998
San Diego Chargers,13, Tennessee Oilers,7,02,1998
San Francisco 49ers,45, Washington Redskins,10,02,1998
Seattle Seahawks,33, Arizona Cardinals,14,02,1998
Arizona Cardinals,17, Philadelphia Eagles,3,03,1998
Dallas Cowboys,31, New York Giants,7,03,1998
Denver Broncos,34, Oakland Raiders,17,03,1998
Green Bay Packers,13, Cincinnati Bengals,6,03,1998
Jacksonville Jaguars,24, Baltimore Ravens,10,03,1998
Kansas City Chiefs,23, San Diego Chargers,7,03,1998
Miami Dolphins,21, Pittsburgh Steelers,0,03,1998
Minnesota Vikings,29, Detroit Lions,6,03,1998
New England Patriots,27, Tennessee Oilers,16,03,1998
New York Jets,44, Indianapolis Colts,6,03,1998
Seattle Seahawks,24, Washington Redskins,14,03,1998
St. Louis Rams,34, Buffalo Bills,33,03,1998
Tampa Bay Buccaneers,27, Chicago Bears,15,03,1998
Arizona Cardinals,20, St. Louis Rams,17,04,1998
Baltimore Ravens,31, Cincinnati Bengals,24,04,1998
Denver Broncos,38, Washington Redskins,16,04,1998
Detroit Lions,27, Tampa Bay Buccaneers,6,04,1998
Green Bay Packers,37, Carolina Panthers,30,04,1998
Jacksonville Jaguars,27, Tennessee Oilers,22,04,1998
Kansas City Chiefs,24, Philadelphia Eagles,21,04,1998
Minnesota Vikings,31, Chicago Bears,28,04,1998
New Orleans Saints,19, Indianapolis Colts,13,04,1998
New York Giants,34, San Diego Chargers,16,04,1998
Oakland Raiders,13, Dallas Cowboys,12,04,1998
Pittsburgh Steelers,13, Seattle Seahawks,10,04,1998
San Francisco 49ers,31, Atlanta Falcons,20,04,1998
Atlanta Falcons,51, Carolina Panthers,23,05,1998
Buffalo Bills,26, San Francisco 49ers,21,05,1998
Chicago Bears,31, Detroit Lions,27,05,1998
Dallas Cowboys,31, Washington Redskins,10,05,1998
Denver Broncos,41, Philadelphia Eagles,16,05,1998
Indianapolis Colts,17, San Diego Chargers,14,05,1998
Kansas City Chiefs,17, Seattle Seahawks,6,05,1998
Minnesota Vikings,37, Green Bay Packers,24,05,1998
New England Patriots,30, New Orleans Saints,27,05,1998
New York Jets,20, Miami Dolphins,9,05,1998
Oakland Raiders,23, Arizona Cardinals,20,05,1998
Tampa Bay Buccaneers,20, New York Giants,3,05,1998
Arizona Cardinals,20, Chicago Bears,7,06,1998
Atlanta Falcons,34, New York Giants,20,06,1998
Buffalo Bills,31, Indianapolis Colts,24,06,1998
Cincinnati Bengals,25, Pittsburgh Steelers,20,06,1998
Dallas Cowboys,27, Carolina Panthers,20,06,1998
Denver Broncos,21, Seattle Seahawks,16,06,1998
Jacksonville Jaguars,28, Miami Dolphins,21,06,1998
New England Patriots,40, Kansas City Chiefs,10,06,1998
Oakland Raiders,7, San Diego Chargers,6,06,1998
Philadelphia Eagles,17, Washington Redskins,12,06,1998
San Francisco 49ers,31, New Orleans Saints,0,06,1998
St. Louis Rams,30, New York Jets,10,06,1998
Tennessee Oilers,12, Baltimore Ravens,8,06,1998
Atlanta Falcons,31, New Orleans Saints,23,07,1998
Buffalo Bills,17, Jacksonville Jaguars,16,07,1998
Chicago Bears,13, Dallas Cowboys,12,07,1998
Detroit Lions,27, Green Bay Packers,20,07,1998
Miami Dolphins,14, St. Louis Rams,0,07,1998
Minnesota Vikings,41, Washington Redskins,7,07,1998
New York Giants,34, Arizona Cardinals,7,07,1998
New York Jets,24, New England Patriots,14,07,1998
Pittsburgh Steelers,16, Baltimore Ravens,13,07,1998
San Diego Chargers,13, Philadelphia Eagles,10,07,1998
San Francisco 49ers,34, Indianapolis Colts,31,07,1998
Tampa Bay Buccaneers,16, Carolina Panthers,13,07,1998
Tennessee Oilers,44, Cincinnati Bengals,14,07,1998
Buffalo Bills,30, Carolina Panthers,14,08,1998
Chicago Bears,23, Tennessee Oilers,20,08,1998
Denver Broncos,37, Jacksonville Jaguars,24,08,1998
Green Bay Packers,28, Baltimore Ravens,10,08,1998
Miami Dolphins,12, New England Patriots,9,08,1998
Minnesota Vikings,34, Detroit Lions,13,08,1998
New Orleans Saints,9, Tampa Bay Buccaneers,3,08,1998
New York Jets,28, Atlanta Falcons,3,08,1998
Oakland Raiders,27, Cincinnati Bengals,10,08,1998
Pittsburgh Steelers,20, Kansas City Chiefs,13,08,1998
San Francisco 49ers,28, St. Louis Rams,10,08,1998
Seattle Seahawks,27, San Diego Chargers,20,08,1998
Arizona Cardinals,17, Detroit Lions,15,09,1998
Atlanta Falcons,37, St. Louis Rams,15,09,1998
Buffalo Bills,30, Miami Dolphins,24,09,1998
Carolina Panthers,31, New Orleans Saints,17,09,1998
Dallas Cowboys,34, Philadelphia Eagles,0,09,1998
Denver Broncos,33, Cincinnati Bengals,26,09,1998
Green Bay Packers,36, San Francisco 49ers,22,09,1998
Jacksonville Jaguars,45, Baltimore Ravens,19,09,1998
New England Patriots,21, Indianapolis Colts,16,09,1998
New York Jets,20, Kansas City Chiefs,17,09,1998
Oakland Raiders,31, Seattle Seahawks,18,09,1998
Tampa Bay Buccaneers,27, Minnesota Vikings,24,09,1998
Tennessee Oilers,41, Pittsburgh Steelers,31,09,1998
Washington Redskins,21, New York Giants,14,09,1998
Arizona Cardinals,29, Washington Redskins,27,10,1998
Atlanta Falcons,41, New England Patriots,10,10,1998
Baltimore Ravens,13, Oakland Raiders,10,10,1998
Dallas Cowboys,16, New York Giants,6,10,1998
Denver Broncos,27, San Diego Chargers,10,10,1998
Jacksonville Jaguars,24, Cincinnati Bengals,11,10,1998
Miami Dolphins,27, Indianapolis Colts,14,10,1998
Minnesota Vikings,31, New Orleans Saints,24,10,1998
New York Jets,34, Buffalo Bills,12,10,1998
Philadelphia Eagles,10, Detroit Lions,9,10,1998
Pittsburgh Steelers,27, Green Bay Packers,20,10,1998
San Francisco 49ers,25, Carolina Panthers,23,10,1998
Seattle Seahawks,24, Kansas City Chiefs,12,10,1998
St. Louis Rams,20, Chicago Bears,12,10,1998
Tennessee Oilers,31, Tampa Bay Buccaneers,22,10,1998
Atlanta Falcons,31, San Francisco 49ers,19,11,1998
Buffalo Bills,13, New England Patriots,10,11,1998
Dallas Cowboys,35, Arizona Cardinals,28,11,1998
Denver Broncos,30, Kansas City Chiefs,7,11,1998
Detroit Lions,26, Chicago Bears,3,11,1998
Green Bay Packers,37, New York Giants,3,11,1998
Indianapolis Colts,24, New York Jets,23,11,1998
Jacksonville Jaguars,29, Tampa Bay Buccaneers,24,11,1998
Miami Dolphins,13, Carolina Panthers,9,11,1998
Minnesota Vikings,24, Cincinnati Bengals,3,11,1998
New Orleans Saints,24, St. Louis Rams,3,11,1998
Oakland Raiders,20, Seattle Seahawks,17,11,1998
San Diego Chargers,14, Baltimore Ravens,13,11,1998
Tennessee Oilers,23, Pittsburgh Steelers,14,11,1998
Washington Redskins,28, Philadelphia Eagles,3,11,1998
Arizona Cardinals,45, Washington Redskins,42,12,1998
Atlanta Falcons,20, Chicago Bears,13,12,1998
Baltimore Ravens,20, Cincinnati Bengals,13,12,1998
Buffalo Bills,34, Indianapolis Colts,11,12,1998
Carolina Panthers,24, St. Louis Rams,20,12,1998
Dallas Cowboys,30, Seattle Seahawks,22,12,1998
Denver Broncos,40, Oakland Raiders,14,12,1998
Detroit Lions,28, Tampa Bay Buccaneers,25,12,1998
Minnesota Vikings,28, Green Bay Packers,14,12,1998
New England Patriots,26, Miami Dolphins,23,12,1998
New York Giants,20, Philadelphia Eagles,0,12,1998
New York Jets,24, Tennessee Oilers,3,12,1998
